Library,Commit,Root Cause,Date,bug report,PR/Issue,Violation,Impact,Action,condition,Fixing element,Fixing element detail,,,
pytorch,https://github.com/pytorch/pytorch/commit/012829eb3657aff2d58cead0bd166089c6e90c7f,Device Type,2022-03-09 11:44:56,"Do not crash when target device is unsupported by fuser. The `canFuseOnDevice` function now crashes when the device is not covered (i.e., CPU, GPU, XPU). However, now we have some devices, such as XLA and Lazy, that could perform fusion by themselves. This checker then prevents these devices from working on the models partially implemented in `jit.script`. This PR proposes to remove this checker and simply return false for all uncovered cases.",,Unnecessary,Program Crash,remove,Macro Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/e9c1ccee2247a7746fde202067a7d47b72809968,Edge Cases,2022-03-01 18:28:14,Bug fix: allow std 0 in the meta definition of normal_. All other `normal` variants allow 0.  Looks like a mistake made while copying the check. ,2,Improper,Others,update,Macro Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/be253b8ee8a104997773d11ed28928a48193217d,Edge Cases,2022-03-01 1:31:52,The existing check isn't safe for 32-bit `size_t` because the max 64-bit int will overflow.,,Improper,Others,update,Assertion Statement,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/cafd0f33042f5344a27ccde33b352eab676a0bdd,Boundary Value,2022-02-24 14:39:32,"Fix array index checking in mobile interpreter. Stop using non-portable out-of-range indexing in mobile interpreter, also change code types indexing to use vector.at() to catch out-of-range bugs earlier.",1,Improper,Program Crash,update,Checker API,In Range Tensor Indexing,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/bdc8b3f3e828ca7202879baa379fda6df5b078d2,Edge Cases,2022-02-18 20:33:51,"Re-route arithmetic ops to scalar versions when second arg is zero-dim. When arithmetic ops are invoked from torchscript the scalar argument will sometimes be wrapped in a zero-dimensional tensor, which will cause the Vulkan implementation to complain as all input tensors are expected to have the same number of channels. The solution is to have the Tensor implementations of the op check if the second argument is zero-dimensional and re-route it to the Scalar implementation if that's the case.",2,Missing,Program Crash,add,If Checker,Tensor is Not Empty,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/41ad221751e57c2d2ccc82b431f56d6ed62e1741,Edge Cases,2022-02-16 13:36:21,MHA: fix contiguity assumption in transform_bias_rescale_qkv. This code path incorrectly assumed input tensors were contiguous. Now we check that.,,Missing,Unexpected Behavior,add,Macro Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/678c08bb55eef0c2e707a17d0cd6e50f5b9bd427,Backend Type,2022-02-11 10:59:13,"_ProcessGroupWrapper check needs to be gated on Gloo availability, this fails when gloo is not avail_ProcessGroupWrapper check needs to be gated on Gloo availability, this fails when gloo is not avail.",,Missing,Unexpected Behavior,add,If Checker,Available Backend,Backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/5b7c72101ca8e9d4edba1d16b6121ad900ca3936,Tensor Quantization,2022-02-03 10:36:15,Removed check for is_quantized in dequantize_cpu_or_cuda. This particular PR isn't dispatcher related but does remove the extraneous torch check for a quant tensor since the dispatcher already handles a quantized backend for this particular function,,Unnecessary,Performance Degradation,remove,Macro Checker,Valid Tensor Quantization,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/d23231fd8cd50e4eb657eb7c3cf102475634f9c6,Edge Cases,2022-02-02 19:41:03,"Fix upgrader codegen when constant list is 0. Summary: When the constant list is empty, previous codegen will generate something like ``` std::vector<c10::IValue>({ }), // constants list, ``` However it will fail quick-check, because it includes trailing spaces. This pr will generate the following instead. ``` std::vector<c10::IValue>(), // constants list,",,Missing,Unexpected Behavior,add,If Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/871e240e6367f94966a3e2f9deefbfa98e314d6d,Error Message,2022-01-31 15:50:42,Improved error message for interpolation. Improved error message for CUDA interpolation with antialiasing,,Misleading,Confusing Error Message,improve,Macro Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/027c0d7f8e37e583c02b372df5331d73793c06b1,Device Type,2022-01-26 21:28:19,"fixed compilations on xla tensor prin. This is done to avoid compilations during tensor printing. Torch performs some tensor operations like slicing to make the tensor readable. These operations result in compilations. Hence to avoid the compilations, copying the tensor to cpu before printing. Returning from this function would have resulted in 63 compiles, since PDB prints the value of the return output. In this case it is a xla tensor. Now with the current change, there is no compilation.",,Missing,Unexpected Behavior,add,If Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/666ff0ae220e1a5c406b0bc5cd43283e1b18b38e,Edge Cases,2022-01-26 17:29:33,"Update _create_c10d_store to check port value. Port number is int in python, but needs to be uint16_t when called for TCPStore constructor.",,Missing,Unexpected Behavior,add,If Checker,Valid Integer Argument,Integer Variable,,,
pytorch,https://github.com/pytorch/pytorch/commit/2c9dd886afc656a8bfe5d8bbcb601ee5877cee21,Edge Cases,2021-12-14 12:55:59,Modify torch.movedim to handle scalar as no-op. Summary: `torch.movedim` directly handle the case of a scalar tensor (0-dim) in input as a no-op by returning a view of the input tensor (after all the usual checks for the other parameters),,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/442d7d72def17dba46f0b95c55c6a028428be0bc,Type Checking,2021-11-09 14:42:34,"fixed type checking errors in options.py. This PR fixes the type checking errors in torch/distributed/rpc/options.py. The variable types in 84:8 and 85:8 were  declared to have type `List`  but were sometimes assigned a value of  `None`. This caused an incompatitble variable type error. Therefore, I changed the type from `List` to `Optional[List]`. Hence, this fixes the incompatitble variable type error.",,Improper,Others,update,Type Checking API,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/152f665dee05377f7459d985d60dc1edb782d40e,Type Checking,2021-11-01 19:53:54,Inserted check for PyObject_IsInstance in THPVariableCheck. Summary: Inserted check for the return of PyObject_IsInstance to capture the case in which it raises an exception and return -1. When this happen THPVariable_Check now throws a python_error to signal the exception.,,Missing,Others,add,If Checker,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/45d5b3248b430aca70111316accd165954464589,Edge Cases,2021-11-01 17:45:33,"Fixed C++ BatchNorm pretty_print() with optional momentum. Summary : Inserted a check for the momentum and print  ""None"" in case is not defined.",,Missing,Program Crash,add,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/df475aa1dc4310abc273cf26b14b6ac1cdb7dfa4,Type Checking,2021-10-05 10:59:56,"Update Vulkan runner in benchmark binary to handle non-tensor inputs. Some models may take in a list of tensors as inputs, thus the bundled inputs will contain `IValues` that are of the type `c10::List`. For Vulkan models, every tensor in the `IValue` list has to be converted to a vulkan tensor first, and this case is not currently handled by the Vulkan model wrapper in the benchmark binary. This diff introduces `IValue` type checking to the input processor of the Vulkan model wrapper, and adds support for Tensor and List types.",,Missing,Unexpected Behavior,add,type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/c99277e177cf16736262251c7e92ea5e9ba2c5c2,Edge Cases,2021-09-13 17:24:16," handle the case in acc_ops.sum when dim == 0, differentiating it from the case when dim is None. handle the case in acc_ops.sum when dim == 0, differentiating it from the case when dim is None",,Improper,Program Crash,extend,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/c06dfd7c26102ac2436ca25609c92fa794e972ca,Device Availability,2021-08-25 13:25:34,Check input device in TRTModule. Add a check to ensure all the inputs are on cuda device.,,Missing,Unexpected Behavior,add,Assertion Statement,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/af3cbfed9510747c776418c260c5116f662c6452,Others,2021-08-18 13:41:10,"Add validation check in fx2trt interpreter. Add validation check in fx2trt for missing converter operators. If any op missing, interpreter init will report missing operators.",,Missing,Unexpected Behavior,add,If Checker,Others,Computation Graph,,,
pytorch,https://github.com/pytorch/pytorch/commit/30e1c74dc19ae2b622b46ebcdb7972c42775ac80,Device Availability,2021-08-18 9:44:10,Update cuda amp to also check xla device ,,Improper,Unexpected Behavior,update,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/18eeccc7e8cba16d71efdd2eca831983c4abde15,Type Checking,2021-08-03 19:00:55,Fix Optional type check,,Missing,Unexpected Behavior,add,Assertion Statement,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/5a20c56ebce3426397210e91693fbbeade8b46ba,Others,2021-07-12 13:09:33,"emove hasOperation() check. by removing the hasOperation() check, the Operation gets successfully materialized, and static runtime enables successfully and runs ok. Will check that the outputs match with jit interpreter",,Unnecessary,Performance Degradation,remove,Macro Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/0fc110cdd19363f2eb5de68b6eeb82dadc933be0,Device Version,2021-07-08 16:26:07,"The bug in libcuda.so that required is fixed for libcuda.so versions >= 11.4.This PR changes replay() to sync after each launch only if the process's in-use libcuda.so is < 11.4. With all the ""enhanced"" and ""forward"" compatibility promises flying around, and the fact that ""driver"" sometimes means kernel-mode driver and sometimes means user-mode driver (libcuda.so), I wasn't sure if this PR's check suffices to trigger the sync iff the in-use libcuda.so is 11.4, but Cuda people say what I wrote is reasonable.",,Missing,Unexpected Behavior,add,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/d3de37609f2f052a7efb098ab69540458ebaaa6c,Device Type,2021-06-29 17:20:17,Support fused_dropout with XPU backend. ## Motivation Enable the fused dropout optimization on XPU devices. ## Solution Add XPU device in the fused dropout acceptable checking.,,Insufficient,Unexpected Behavior,extend,Boolean Expression,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/f118d20bea9188db1bd053dd1d1af1b32479183e,Others,2021-06-28 13:40:30,Make requires grad check run only when grad mode is enabled,1,Missing,Unexpected Behavior,add,Macro Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/40a7c317bc60713528320b9786765e4ec5707982,Others,2021-06-24 21:44:41,Run BLAS F2C checks on host architecture,,Missing,Unexpected Behavior,add,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/7bf195f3608e0f28c30ffb6e2fecd74a1d4ee50a,Device Availability,2021-06-23 14:47:50,fix kernel launch check in cross kernel,,Missing,Unexpected Behavior,add,Macro Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/15dbc566c57eedbd0245e786912e94586eba0fd2,Device Availability,2021-06-16 15:19:12,Add missing cuda kernel launch check,,Missing,Unexpected Behavior,add,Macro Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/e24dee00d40d01bd83b7a08fbcf9cdd51a05b04b,Device Availability,2021-05-17 21:03:19,add kernel launch checks after each kernel launch to silence the check ,,Missing,Unexpected Behavior,add,Macro Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/e9e125475e94aabfb34ee239fadc760615eef429,Edge Cases,2021-05-12 1:07:21,Add schema check to aten::repeat and fb::fast_gather,,Missing,Unexpected Behavior,add,If Checker,Tensor is Not Empty,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/1f83d8eec25c7339bd3e2862baf9b389e6a738a4,Null Value,2021-05-11 19:30:45," [Static Runtime] Return nullptr if the number of input args doesn't match. Add checks for the number of input args and return nullptr if it doesn't match. This is intended to make Static Runtime more robust so that op schema change is less likely to break things. Imagine that a new arg is added to an op or a new overload is added that has this added arg, SR would simply ignore this added arg. If this arg has a default value, SR would run the model with the default value and give you wrong results, which can be hard to track down. ",,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/603097be18824a33069addec7b8f14ba5c3bc67a,Others,2021-03-16 0:53:05,"For OneDNN MaxPooling training, it will save indices as a workspace for backward, but for inference, indices are not necessary",1,Missing,Performance Degradation,add,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/0584fd9339af7c939ab7d955db05743ba58ff86d,Tensor Quantization,2021-03-10 19:51:36,"Only insert observers for fixed qparam ops. Fixed a condition check for fixed qparam ops, previously we were including CopyNodes as well",,Improper,Others,update,If Checker,Valid Tensor Quantization,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/43f810fa96a0d2c40387c8c84f710926d9ede3c1,Edge Cases,2021-03-02 13:58:10,Add streams boundary check to torch::cuda::scatter`. Summary: Accessing elements of `std::vector` outside of its boundaries can lead to crashes/memory corruptions,,Insufficient,Program Crash,extend,If Checker,In Range Tensor Indexing,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/13121598efc7d86cb7ae6e05322bb95c1d0f16bc,Null Value,2021-02-25 11:44:30,Bug fix to update requantization and zp parameters of input. Also sneaking in change to check for realloc failure for packed activation buffer. In dynamic quantization input's quantization scale and zero point can be different on every iterations. Thus requantization scale needs to be recomputed. Earlier bug that calculated those only at op creation time results in wrong results on subsequent runs.,,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/c9548176965557a76526ba0db23ff5c9facd3e97,Error Message,2021-02-24 23:09:25,print matrix dims in torch cuda matrix multiply error.  trying to improve the error message for torch matrix multiply dimension mismatch,,Misleading,Confusing Error Message,improve,Macro Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/5a962369e2b527b36a737723df1fe9c180aa2925,Backend Type,2021-02-05 12:59:12,"Check if the backend is NCCL when a DDP communication hook is registered. Some unit tests actually register a comm hook on other backends like GLOO. Example: `test_ddp_comm_hook_future_passing_cpu`. Therefore, only do the check on `register_builtin_comm_hook`. Currently DDP communication hook can only be supported on NCCL. Add a check in the registration methods.",,Improper,Unexpected Behavior,update,Macro Checker,Available Backend,Backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/6420071b43dc9f2679c22952b5051b0c28f42da2,Type Checking,2021-01-12 10:55:18,"Disable complex dispatch on min/max functions. In issue #36377, min/max functions were disabled for complex inputs (via dtype checks). However, min/max kernels are still being compiled and dispatched for complex. The aforementioned dispatch has been disabled & we now rely on errors produced by dispatch macro to not run those ops on complex, instead of doing redundant dtype checks.",,Improper,Others,replace,Type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/5a63c452e638dad8e077887ad8d2c94ff0e23917,Device Availability,2021-01-08 0:20:21,This is because there are some hard-to-detect edge cases that will throw exceptions with cudnn 8.0.5 on Nvidia A40 GPU.,,Missing,Program Crash,add,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/e3542d2c12d8aaaccf8a53873e480c20dc6b7338,Edge Cases,2020-12-11 16:57:57,"avoid unnecessary call to empty_tensor_restride in empty(). Our empty benchmark makes this call unconditionally. If MemoryFormat::Contiguous is indeed a common case (or if workloads are likely to use a consistent-ish memory format), then I'd expect checking first to be a win.",,Missing,Program Crash,add,If Checker,Tensor is Not Empty,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/1c02be1b6a0f6d02d3a0ae19c13d51a3e59a55ae,Device Type,2020-12-01 17:55:18,"In PyTorch 1.5, when running `torch.cuda.reset_peak_memory_stats()` on a machine where `torch.cuda.is_available() is False`, I would get: AssertionError: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from. With this patch, we get a more sensible:",,Insufficient,Others,extend,If Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/3611d26a25bd889627403a808ea667ac99c09904,Type Checking,2020-11-16 23:50:24,Optimize FunctionSchema::checkArg for the Tensor case. The Tensor case is one of the most common and the existing check can be made faster. This results in a ~21% improvement on DeepAndWide model and would improve other models as well.,,Missing,Performance Degradation,add,type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/611080a118fff166c85f3200d860f3b059abac6f,Device Version,2020-11-06 13:34:25,uda 11.0.x doesn't support sm86.,2,Improper,Unexpected Behavior,update,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/dc0d68a1ee3800ed4024762d018f85256e80f5ad,Error Message,2020-11-03 16:07:21,Print out interface mismatch for prim::ModuleDictIndex. This commit augments the module interface subtyping check that is done before the emission of the `prim::ModuleDictIndex` operator so that the error message that is printed if the subtyping check fails provides more information on which methods do not match.,,Misleading,Confusing Error Message,improve,If Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/7f125bca1cd42ebd8e07c97f1bd1682dff5cf387,Others,2020-11-02 17:00:12,Add pin_memory check in empty_strided. Add the false checking if pin_memory has been specified to `False`,1,Insufficient,Program Crash,extend,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/92ebb04f9206882e6d312a8b91318545f43a53c2,Type Checking,2020-09-24 19:26:59,added check for NumberType,,Insufficient,Unexpected Behavior,extend,If Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/6c98d904c09b69f1e7748cf3d80e2193df5fff63,Edge Cases,2020-09-10 4:18:45,"handle the case of -0.0 on tanh quantization.  this fix makes fakelowp identical to hw - mask out the floating point number with 0x7fff so we are always dealing with positive numbers - dsp implementation is correct, ice-ref suffers from this same problem",1,Improper,Numerical Error,update,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/57af1ec14594a73c8f2b73bf70c04ba7efeb6eab,Others,2020-08-17 20:08:57,"observers: use torch.all to check for valid min and max values. Using `torch.all` instead of `torch.sum` and length check. It's unclear whether the increase in perf (~5% for small inputs) is real, but should be a net benefit, especially for larger channel inputs.",1,Improper,Performance Degradation,replace,Checker API,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/5023995292f5119c447de15c20a375b7e3aa2d0b,Edge Cases,2020-08-05 18:55:46, fix output size adjustment for onnxifi_op. Summary: this breaks if we cut the net at certain int8 ops boundary.,0,Improper,Program Crash,update,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/8a644f0c136cb12cf200050c2ae6875ec487d174,Type Checking,2020-07-28 19:43:19,Summary: Sometimes first dim of X in FC is BATCH_OF_FEATURE_MAX instead of BATCH. This caused an issue in f207899183 (when first dim of X is 64 but is set to 1 in inferFC). Change the check from `!= BATCH` to `== UNKNOWN`,0,Improper,Program Crash,update,If Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/c5fdcd85c7570b654eec45b6cba7cc75b0cf8f6b,Others,2020-07-23 18:56:48,"check pruned attributes before deleting. I copyed a pruned model after deleteing the derived tensors. In order to be able to reparameter the model, we should check the existence of the tensors here.",,Insufficient,Others,extend,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/4ddf27ba48ba3313a20d3316a8929cd42436ddbc,Device Type,2020-07-14 20:17:59, [op-bench] check device attribute in user inputs. Summary: The device attribute in the op benchmark can only include 'cpu' or 'cuda'. So adding a check in this diff.,,Missing,Unexpected Behavior,add,Macro Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/402be850a8946e8967dedb3375fc6f33b379b397,Type Checking,2020-07-12 14:40:19,Adding zero point type check for per channel quantization,,Missing,Unexpected Behavior,add,Macro Checker,Valid Tensor Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/71af538e31547e5b1bc814c9e00323a21905baf3,Edge Cases,2020-06-02 16:35:39,Updated assert to remove check on 3rd dim for MHA.  Updated assert statement to remove check on 3rd dimension (features) for keys and values in MultiheadAttention / Transform. The feature dimension for keys and values can now be of different sizes,2,Insufficient,Unexpected Behavior,extend,Assertion Statement,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/bbb5e106ad6228953df6c7f5c8916b26dc0cb457,Edge Cases,2020-05-27 10:41:02,Improve error checking of CUDALoops. Same change as was applied to CPU loops -- separate out checking of the inputs and outputs.,,Improper,Program Crash,update,Macro Checker,Shape Mismatch Between Tensors,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/b7882f9bd65de5a4c60f625d56186b583c1d6842,Edge Cases,2020-05-27 10:38:58,"Improve cpu/Loops.h arity asserts.  This splits the asserts into separate input/output asserts and makes the numbers precise, instead of ranges. This is an ongoing effort to improve the Loops assertion and to integrate dynamic cast checking into CPU loops.",,Improper,Others,update,Macro Checker,Shape Mismatch Between Tensors,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/bae895cef0c12df5f64afa155ce5462e06f0e04a,Device Type,2020-05-15 4:40:48,Added check for kHIP in ATen/native/Copy.cpp,,Missing,Unexpected Behavior,add,If Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/324dc1623e2f91892038fb1b151450a7c6529dd9,Type Checking,2020-05-11 2:15:45,"add dtype checking for gather and scatter. in the `cpu_scatter_gather_base_kernel`, it interpret a pointer as `int64_t` regardless the actual dtype. add a index dtype checking will avoid the nasty index out of bound error. As using `int64_t` is convention in ATen code (a.k.a, a limitation), no further fix is needed at the moment.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/122587dcb41427f473b7833eaf254384919e06fc,Edge Cases,2020-05-07 1:35:00,Improve error checking for large model export. Summary: * Add error message when onnx model file path is not a string. * Add error message when model size exceed 2GB when large model export is not turned on.,,Missing,Unexpected Behavior,add,Macro Checker,Valid Integer Argument,Integer Variable,,,
pytorch,https://github.com/pytorch/pytorch/commit/563bbeb8905f4cea0bc5353dc12518c61113128e,Device Version,2020-05-05 19:31:24,undefined CUDA_VERSION warning,1,Insufficient,Unexpected Behavior,extend,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/bede7d999523d02e636a8981c0dff233b67f1a62,Boundary Value,2020-04-16 11:58:03,It does not check if `kind` variable fits in array of pointer called `names`,1,Improper,Program Crash,update,Macro Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/93256617c8622760181dacf03c41cc0577ac0ea6,Error Message,2020-04-08 14:22:50,corrected messages for check of default options. Modified messages in the check of default options for the Adam optimizer.,,Misleading,Confusing Error Message,improve,Macro Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/b1f08e7426a56a323e6928365918093b65aa4fb6,Device Availability,2020-03-30 16:13:17," Call uncheckedSetDevice in ~InlineDeviceGuard only when device index are different. Setting device could be expensive, especially when a debugger is present. We should check the device are different before we set.",,Missing,Performance Degradation,add,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/8269c4f3d30ad950a873d900f7de0880cdd38878,Null Value,2020-03-04 14:10:53,Added nullptr check for pthradpool_get_threads_count. We get seg fault without this in using XNNPACK.,1,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/4dad00b64b396ef81f16bdb896175688fc629f4d,Type Checking,2020-02-26 21:44:40,special case tensor type check when getting RRef ,,Missing,Unexpected Behavior,add,Macro Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/ecd3c252b4da3056797f8a505c9ebe8d68db55c4,Edge Cases,2020-02-14 1:53:11,Suport all length one SLS op lowering: C2 part. We check the input shape of lengths and indices of SLS and add an attribute if they are the same.,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/acd51e13f727af22e6c9e579518362898f1b12e6,Tensor Quantization,2020-02-11 20:38:49,TorchScript add check if quantized,,Missing,Unexpected Behavior,add,If Checker,Valid Tensor Quantization,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/7ea6559658a6f650363f8b96f462bbc047e29124,Edge Cases,2020-02-04 18:00:54,Add size checks to torch.stack. Checks the size of each tensor passed to `torch.stack` before calling `cat` to address #29510. This is done in the `get_stack_input` function as that is a common path. The function now compares the size of each tensor in the TensorList to the size of the first tensor and throws an exception when the sizes are not equal.,,Missing,Others,add,Macro Checker,Shape Mismatch Between Tensors,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/4cc6e6bbbe1fb114e7d7fb207ef2deb567950102,Type Checking,2020-02-01 16:15:50,Adding scalar to the c10 registration type check,,Missing,Others,add,If Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/22044c6f7cbdafdd340714bbe220b621e1927826,Error Message,2020-01-07 13:04:24,"Use TORCH_CHECK instead of AT_ASSERT in torch::cuda::gather(). The error message produced by AT_ASSERT() in gather() encouraged users to file a bug report (""please report a bug to PyTorch...""). The assertion should be a regular argument check since it can be triggered by passing tensors with different dimensionality, e.g. `torch.cuda.comm.gather([torch.rand(1, device='cuda'), torch.rand(1, 1, device='cuda')])`.",2,Misleading,Confusing Error Message,improve,Macro Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/3f5dc95b57496c4ea938be381efcdc2ea92bb4cc,Device Availability,2019-11-15 16:55:38,Some of the tests don't specify `device` in the input configs so filter by device won't work for them. This diff fixes that issue.,1,Insufficient,Unexpected Behavior,extend,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/f441bb1c2088e9ce6684765a75869a72817be39d,Device Availability,2019-11-08 12:43:51,"check error status of CUDA launch after Magma kernels. I found that the stack-trace of a failed kernel launch was being recorded elsewhere, even with CUDA_LAUNCH_BLOCKING=1. So, I started debugging, and found that magma launches don't do error checking. I eventually found the issue to be that I didn't compile-in sm37 SASS into the magma binary and the failure was on `x.inverse()`, and that's somehow a problem for magma 2.5.1 (but not 2.5.0).",,Missing,Unexpected Behavior,add,Macro Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/fa66a1498eb1fac5b36811d5c1d6ba1540ffc824,Edge Cases,2019-11-07 18:53:05,Summary: The code checking `if dimensions == 2` is not needed because the case of a 2D tensor (Linear) is already handled by the statement: `receptive_field_size = 1` and this conditional: `if tensor.dim() > 2:`,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/ba59d720cd5c5c81601b53d2c3397c46c1f87883,Edge Cases,2019-10-21 16:03:02,Change error message for torch.linspace(). Basically moves the error checking from the device-specific function to the native function.,,Missing,Unexpected Behavior,add,If Checker,Valid Integer Argument,Integer Variable,,,
pytorch,https://github.com/pytorch/pytorch/commit/2e224d62b6afecc78d885d0a4e160354950f6424,Device Availability,2019-08-27 21:43:11,"We have environment variable USE_CUDNN with self-explanatory name. However cpp code is compiled based on cpp macro definition AT_CUDNN_ENABLED, even if USE_CUDNN is set to 0, cpp is compiled with cuDNN if cmake finds cuDNN in the system.",,Missing,Unexpected Behavior,add,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/24601daa1203a9ad1232e1d18a07ff4842d53d27,Edge Cases,2019-07-24 0:11:06,Adding check for a single batch in adaptive_avg_pool ,1,Insufficient,Program Crash,extend,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/85cbe0d8258ab06897e2f049e61f74d8aa935240,Edge Cases,2019-06-24 13:32:48,This diff is similar to D14163001. We need to handle the edge case when add_axis=1.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/4b45f08f8765549915417997c30ae8981f2ad125,Edge Cases,2019-06-13 16:15:23,The issue was related to not checking the dimensions of source vs destination tensors.,,Missing,Program Crash,add,If Checker,Shape Mismatch Between Tensors,Tensor,,,
